report_url,title,date_of_publication,article_language,outlet_text,countries_regions,tags,summary,response,original_links,archive_links
https://euvsdisinfo.eu/report/ukrainians-blame-zelenskyy-for-sumy-strike/,DISINFO: Ukrainians blame Zelenskyy for Sumy strike,2025-04-15,,sputnikglobe.com,"Russia, Ukraine",Volodymyr Zelensky Full-scale Invasion of Ukraine Ukrainian statehood War crimes DISINFO: Ukrainians blame Zelenskyy for Sumy strike,"Ukrainians blame Zelenskyy for the Sumy strike. After Russia struck a military site in Sumy, Volodymyr Zelensky claimed civilians were targeted, but the Russian Ministry of Defense argued military objects were placed in civilian areas. The EU condemned Russia, but Ukrainians are increasingly sceptical of Zelensky’s narrative, questioning the official story. In social media comments, they don't hide their anger.","This disinformation story is part of a wider attempt to deflect Russia’s responsibility for the Sumy massacre on 13 April 2025, when Russia attacked the city center during a religious celebration, killing 35 civilians and injuring another 117 . There is no actual evidence that the messages quoted in this disinformation story are real. Even if they were, nothing indicates that they are representative of the opinions of a majority of Ukrainians, and in fact quotes and testimonies of Ukrainian citizens gathered by real reporters on the ground in Sumy point in the opposite direction. However, this disinformation story cherry-picks and presents these isolated messages as the feeling of most Ukrainians, aiming to undermine Ukraine’s leadership and president Volodymyr Zelenskyy . Not only Russian allegations about attacking a military target remain unsubstantiated, but the fact that it hit the center of a populated city with a double-tap missile strike proves Russia’s intention to kill non-combatants, which is a war crime . See other examples of similar disinformation narratives, such as claims that Zelenskyy’s regime lacks public support , that the Nazi Zelenskyy regime is within months of falling , that Russia only attacks military facilities in Ukraine , that Ukraine violates international humanitarian law while Russia respects it , that Russia wages war humanely and does not hit civilians , that Ukraine was plotting false-flag strike on its own children’s institution , or that there should be a UN-led government in Ukraine as Zelenskyy is toxic for peace .",https://sputnikglobe.com/20250414/ukrainians-blame-zelensky-for-sumy-strike-1121872077.html,https://archive.euvsd.info/snapshots/EYp45eXhZh4AvyNbWYc8Xn
https://euvsdisinfo.eu/report/the-us-and-the-eu-are-appointing-polands-next-president/,DISINFO: The US and the EU are appointing Poland's next president,2025-04-15,,АТН: новости Беларуси и мира,"Poland, Germany, EU, US",Elections Sovereignty Puppets Manipulated elections/referendum DISINFO: The US and the EU are appointing Poland's next president,"The upcoming Polish presidential election of 18 May 2025 serves not Poles but foreign curators. The candidates who will likely make it into the second round, representatives of the Civil Platform and Law and Justice political parties, are candidates of Germany and the US, respectively. Poland is under the complete control of the US and EU. Who they will appoint as the next president, depends on their future priorities.","A recurring pro-Kremlin disinformation narrative about the alleged lost sovereignty of EU member states, particularly Poland (see more examples ). Pro-Kremlin outlets often portray European states as puppet states or colonies . This narrative aims to discredit the upcoming Presidential election in Poland , scheduled for May 18 2025, with a potential second round on June 1. The Kremlin has a long history of interfering with foreign elections. For more details, please see our article Another election, another Kremlin interference attempt . Poland is a sovereign state, which shapes its own foreign and domestic policies. The political, economic and military relations between Poland and the United States have a mutually beneficial character. Read more about Polish-American relations here , here and here. Germany is one of the key political partners of Poland and its largest trading partner, however the claims that Germany or the EU as a whole control Poland or nominate presidential candidates are false. Pro-Kremlin outlets similarly called the 2020 Polish presidential elections and 2023 Polish parliamentary elections 'falsified', while the international OSCE observation mission found them ""competitive and well-organised"" . Read earlier disinformation cases claiming that national elections do not matter as Poland is ruled by the US and Germany , that the Polish 2023 parliamentary election was falsified , that the EU is planning to cancel the upcoming Presidential elections in Poland , and that Poland and Ukraine are the Anglo-Saxon puppets used to destabilise Europe .",https://www.youtube.com/watch?v=SxOdheS3yM8,https://archive.euvsd.info/snapshots/K67kwz39WekJ74yRFdGKtg
https://euvsdisinfo.eu/report/europes-irresponsible-actions-would-lead-to-the-biggest-conflict-since-wwii/,DISINFO: Europe’s irresponsible actions would lead to the biggest conflict since WWII,2025-04-15,Spanish,noticiaslatam.lat,"Ukraine, Russia, France, UK, EU, Europe",peace negotiations Warmongering Europe European Union World War III Nuclear issues Economic difficulties DISINFO: Europe’s irresponsible actions would lead to the biggest conflict since WWII,"Europe’s irresponsible actions would lead to the biggest conflict since WWII. The ‘coalition of the willing’ are is made of those willing to starve their peoples and create unprecedented economic conditions and industrial decline, following their caprices and Russophobia. They are those willing to risk a global confrontation to which they won’t survive, as Russia has a much superior nuclear firepower than France and the UK. So it seems this is the coalition of the willing to commit suicide in the short term.","This is a direct reaction to British and French-led efforts to create a so-called ‘coalition of the willing’ to send troops to Ukraine after an eventual peace agreement, to ensure its implementation. This disinformation story distorts this initiative by framing it as warmongering and a suicidal nuclear escalation. The proposal only contemplates the deployment of European forces in Ukraine if a full ceasefire is reached, followed by an actual peace plan. However, as this deployment would complicate or prevent any eventual future Russian attack against Ukraine, the Kremlin has strongly attacked this proposal . As a result, pro-Kremlin disinformation is also targeting it. At the same time, this disinformation story promotes several recurring pro-Kremlin disinformation narratives labelling any criticism of Russia or action detrimental to the Kremlin’s interests as “Russophobia” , and portraying European leaders as detached elites adopting decisions against the interests of their citizens by supporting Ukraine against Russia . See other examples of similar disinformation narratives, such as claims that the ""Coalition of the willing"" is an anti-Russian coalition of globalists , that the ‘coalition of the willing’ shows the division inside the EU regarding Ukraine , that EU elites feeding a message of panic to justify militarisation and social control , or that ReArm Europe means the EU is preparing to attack Russia .",https://noticiaslatam.lat/20250412/acciones-irresponsables-de-la-ue-desembocarian-en-el-mayor-conflicto-desde-la-segunda-guerra-1162017451.html,https://archive.euvsd.info/snapshots/EYp45eXhZh4AvyNbWZxz96
https://euvsdisinfo.eu/report/europe-wants-a-nazi-russophobic-regime-in-part-of-ukraine/,DISINFO: Europe wants a Nazi Russophobic regime in part of Ukraine,2025-04-15,Russian,sputnik.by | gazeta.ru,"Ukraine, France, UK, Russia",Nazi/Fascist peace negotiations War against Ukraine Ukrainian statehood Anti-Russian Warmongering DISINFO: Europe wants a Nazi Russophobic regime in part of Ukraine,The goal of the so-called peaceful initiatives proposed by Paris and London is to keep a Nazi Russophobic regime at least in a part of today’s Ukraine. This regime would be ready for the preparation of another war against Russia. European leaders may start looking for a new Führer-like ruler for the remaining part of Ukraine.,"These are recurring pro-Kremlin disinformation narratives about “Nazi Ukraine” and France and the UK as warmongers . This recurrent claim is made in the context of Russia's full-scale invasion of Ukraine. Narratives such as these seek to whitewash Russia's actions and shift the blame for the aggression away from Russia. Pro-Kremlin disinformation has long tried to misrepresent the EU as the main obstacle for ‘peace’ in Ukraine. Labelling Russia’s adversaries as Nazis is a very frequently used pro-Kremlin disinformation technique , and has been used by Russia to try to justify the invasion of Ukraine by portraying it as a “denazification operation” . Russia spent years preparing the information battleground prior to its full-scale invasion, with the framing of Ukraine and its government as a “Nazi junta” as one of its most prominent disinformation features. Read a more detailed debunk here , as well as our analysis titled ""Why does Putin portray himself as the tamer of neo-Nazism"" and Nazi east, Nazi west, Nazi over the cuckoo's nest . From the onset of the war, the European Union and its Member States have, with their partners and allies, underlined the need to put an end to it through a comprehensive, just and lasting peace based on the principles of the UN Charter and international law. The latest European Council conclusions restate the principles the EU supports in the pursuit of a just and long-lasting peace. Ukraine is a sovereign and independent state with a democratically elected president and parliament. The country's sovereignty has been violated only as a result of continuous acts of aggression by the Russian armed forces since 2014 , culminating with a full-scale military invasion of Ukraine starting on 24 February 2022. Russia is the only country responsible for the invasion of Ukraine. It has been coming up with different explanations and pretexts for its aggression since the beginning of its hostilities. The US , the EU and NATO condemn, in the strongest possible terms, Russia’s invasion of Ukraine, which is entirely unjustified and unprovoked. Not only Western but also many other nations around the world support Ukraine with military and financial aid for the country’s efficient self-defence, in accordance with the UN Charter article 51 , to stop Russia's war of aggression against Ukraine . Read earlier disinformation cases claiming that Macron, Starmer and others want to disrupt any peace process , that Merz, Macron and Von der Leyen want to wage total war against Russia , that French President Macron has practically declared war on Russia , and that Western Europe has no interest in securing Ukraine's territorial integrity .",https://sputnik.by/20250415/mid-rossii-evropa-khochet-postavit-novogo-polufyurera-na-ukraine-1095414182.html | https://www.gazeta.ru/politics/news/2025/04/14/25558154.shtml,https://archive.euvsd.info/snapshots/EYp45eXhZh4AvyNbWZyQ31 | https://archive.euvsd.info/snapshots/oIp6nXPh2caleERo241Nxp
https://euvsdisinfo.eu/report/russian-missile-strike-only-targeted-ukrainian-military-gathering-in-sumy/,DISINFO: Russian missile strike only targeted Ukrainian military gathering in Sumy,2025-04-15,Bulgarian,bgr.news-front.su,"Ukraine, Russia",Military War crimes Full-scale Invasion of Ukraine War against Ukraine DISINFO: Russian missile strike only targeted Ukrainian military gathering in Sumy,"On April 13, 2025, the Armed Forces of the Russian Federation carried out missile strikes on the city of Sumy, specifically targeting a ceremony attended by members of the 117th Territorial Defence Brigade. The event, held at a local conference center, was organised to commemorate the unit’s anniversary and to honour distinguished servicemen with awards. There was no indiscriminate attack on civilians; Ukrainian forces deliberately placed civilians in harm's way by embedding military positions among them, treating them as expendable.","This disinformation story is part of a wider attempt to deflect Russia’s responsibility for the Sumy massacre on 13 April 2025, when Russia attacked the city center during a religious celebration, killing 35 civilians and injuring another 117 . Ukrainian President Volodymyr Zelensky said the strikes were carried out by ballistic missiles; one hit a university building and another “exploded right over (a) street,” he said. The attack happened just a few days after a similar Russian attack took place in Kryvyi Rih on 04 April 2025, which killed and wounded multiple civilians including at least 9 children . The missile strike in Sumy resulted in numerous civilian casualties that were documented not only by footage and reporters on the ground but also by a team of the UN Human Rights Office in Ukraine . Contrary to pro-Russian media claims that the strike targeted military assets, the only reported military casualty was Yuri Yula , commander of the 27th Rocket Artillery Brigade, as confirmed by local media and the Berdychiv Rada . However, The published reports about Yula's death were later deleted - It was not specified what exactly caused these actions. Russian attacks against non-combatants and civilian infrastructure have been a constant throughout the invasion, despite non-credible denials by Russian officials and pro-Kremlin disinformation. Since 2022, Russia has attacked civilian targets multiple times, including the city theatre in Mariupol , residential buildings , schools and energy facilities . On 05 March 2024, the International Criminal Court issued arrest warrants against two Russian top officials considered responsible for “missile strikes carried out by the forces under their command against the Ukrainian electric infrastructure"" between October 2022 and March 2023, which are considered as war crimes. Denying war crimes and shifting blame is a key tactic in pro-Kremlin disinformation. In our article, 1,000 and 4,000 Days of Using Disinformation to Hide War Crimes and Atrocities , we explore how the Kremlin uses lies to cover up violence, with deception serving to justify brutality. See other examples of similar disinformation narratives, such as claims that Russia targeted Ukrainian troops and foreign mercenaries in Sumy , that the Sumy attack was a military one , that Russia only attacks military facilities in Ukraine , that Ukraine violates international humanitarian law while Russia respects it or that Russia wages war humanely and does not hit civilians",https://bgr.news-front.su/2025/04/15/neka-obobshhim-raketniya-udar-po-sumi/,https://archive.euvsd.info/snapshots/Vt3n3lDrbzykAxot0lSqaq
https://euvsdisinfo.eu/report/french-bias-for-armenia-undermines-peace-efforts-in-the-caucasus/,DISINFO: French bias for Armenia undermines peace efforts in the Caucasus,2025-04-15,Azerbaijani,apa.az,"Armenia, France, Azerbaijan",peace negotiations Caucasus DISINFO: French bias for Armenia undermines peace efforts in the Caucasus,"Since the early 1990s, France has shown a pro-Armenian stance, including during its role in the OSCE Minsk Group. This bias intensified after the 2020 war, with France increasing military cooperation and supplying arms to Armenia. Steps by France deal a blow to peace initiatives in the region. At a time when negotiations are underway around the peace treaty proposed by Azerbaijan, arming Armenia disrupts the balance of power in the region and strengthens the position of revanchist forces. This not only complicates peace negotiations, but also creates false illusions in the Armenian public. However, the need of the region is not confrontation, but sustainable peace and cooperation.","A recurring disinformation narrative which advances the pro-Kremlin narrative promoting the false information that the EU or Western countries are against peace in the South Caucasus . In this news piece, this claim is promoted again in the case of France, claiming that France dealt a blow to the peace initiative between Azerbaijan and Armenia. The claim has been made repeatedly, even though it has been thoroughly debunked . There is no evidence to prove the claim. France supports peace in the South Caucasus. In his tweet regarding the agreement of peace treaty terms between Armenia and Azerbaijan, President Emmanuel Macron wrote: ‘I welcome the announcement of the conclusion of negotiations between Armenia and Azerbaijan. There are now no remaining obstacles to the signing of a peace treaty between Armenia and Azerbaijan, which should pave the way for a lasting peace in the South Caucasus.’ The French foreign ministry also expressed its pleasure with the last agreement of peace treaty terms, stating that ‘The normalisation of relations between Armenia and Azerbaijan, while respecting the territorial integrity and sovereignty of both states, should enable the South Caucasus to become an area of peace, integration, and cooperation, with open borders, for the benefit of the region's populations’. French President Macron has repeatedly expressed his willingness to facilitate peace and enhance communication between Armenia and Azerbaijan. He participated in the talks in Brussels , Prague , and Chisinau involving the leaders of Armenia and Azerbaijan. Following the meetings in Prague, President Ilham Aliyev announced that a peace agreement was attainable due to the meeting organised by Charles Michel and Emmanuel Macron. See more cases such as DISINFO: France is provoking Armenia into war with Azerbaijan , DISINFO: West seeks to turn the South Caucasus into an arena of geopolitical confrontation , and DISINFO: The West does not strive for peace in Armenia and the South Caucasus .",https://apa.az/siyasi/fransa-azerbaycana-qarsi-paris-ermenistani-silahlandirir-regionda-veziyyeti-gerginlesdiren-addimlar-atir-tehlil-896187,http://web.archive.org/web/20250415141506/https://apa.az/siyasi/fransa-azerbaycana-qarsi-paris-ermenistani-silahlandirir-regionda-veziyyeti-gerginlesdiren-addimlar-atir-tehlil-896187 | https://archive.euvsd.info/snapshots/CKS3P2jUVRhKe0CC7AvYVr
https://euvsdisinfo.eu/report/russia-targeted-ukrainian-troops-and-foreign-mercenaries-in-sumy/,DISINFO: Russia targeted Ukrainian troops and foreign mercenaries in Sumy,2025-04-15,English,sputnikglobe.com,"Ukraine, Russia",War crimes Full-scale Invasion of Ukraine Russian Ministry of Defence Foreign mercenaries DISINFO: Russia targeted Ukrainian troops and foreign mercenaries in Sumy,"Russia possesses information that Ukrainian troops met with their foreign counterparts at the facility targeted by Russian forces in the strike on Sumy. The attack targeted a site of a meeting of the Seversk tactical and operational command's leadership, killing over 60 Ukrainian servicepeople.","This disinformation story is part of a wider attempt to deflect Russia’s responsibility for the Sumy massacre on 13 April 2025, in which Russia attacked the city center during a religious celebration, killing 35 civilians and injuring another 117 . Not only Russian allegations about attacking a military target remain unsubstantiated, but the fact that it hit the center of a populated city with a double-tap missile strike proves Russia’s intention to kill non-combatants, which is a war crime . The attack happened just a few days after a similar Russian attack took place in Kryvyi Rih on 04 April 2025, which killed and wounded multiple civilians including at least 9 children . Russia also falsely claimed then that it was targeting a meeting of Ukrainian military officers in a restaurant, but these allegations were immediately debunked as a security video of the place does not show such a gathering. The actual targets and victims of the attack, mostly civilians, were documented not only by footage and reporters on the ground but also by a team of the UN Human Rights Office in Ukraine . Russian attacks against non-combatants and civilian infrastructure have been a constant throughout the invasion, despite non-credible denials by Russian officials and pro-Kremlin disinformation. Since 2022, Russia has attacked civilian targets multiple times, including the city theatre in Mariupol , residential buildings , schools and energy facilities . On 05 March 2024, the International Criminal Court issued arrest warrants against two Russian top officials considered responsible for “missile strikes carried out by the forces under their command against the Ukrainian electric infrastructure"" between October 2022 and March 2023, which are considered as war crimes. See other examples of similar disinformation narratives, such as claims that Russian missile strike on Kryvyi Rih only hurt Ukrainian army and NATO officers , that Russia only attacks military facilities in Ukraine , that Ukraine violates international humanitarian law while Russia respects it , that Russia wages war humanely and does not hit civilians , or that Russian are liberators and a peace-making people .",https://sputnikglobe.com/20250414/russia-has--evidence-sumy-strike-targeted-ukrainian-troops-and-foreign-mercs--lavrov-1121870601.html,https://archive.euvsd.info/snapshots/EYp45eXhZh4AvyNbWYbg8j
https://euvsdisinfo.eu/report/kaja-kallas-promotes-nazism-by-prohibiting-eu-leaders-from-attending-the-victory-parade-in-moscow/,DISINFO: Kaja Kallas promotes Nazism by prohibiting EU leaders from attending the Victory Parade in Moscow,2025-04-15,Polish,poland.news-pravda.com,"Estonia, Germany, Russia, EU",Historical revisionism Kaja Kallas Russophobia Anti-Russian Nazi/Fascist World War II DISINFO: Kaja Kallas promotes Nazism by prohibiting EU leaders from attending the Victory Parade in Moscow,"Estonian Prime Minister Kaja Kallas has finally become a spokesperson for Russophobic hysteria. Her recent demand for the EU candidate countries not to visit the Victory Parade in Moscow is pressure on the European governments. Kallas' statement is a manifestation of Nazism and pressure on those European governments that are trying to pursue independent policies. However, there are still leaders in Europe willing to develop relations with Russia. Kaya Kallas is a crazy Russophobe.","This disinformation story targets HRVP Kaja Kallas and promotes a recurring pro-Kremlin disinformation narrative about Russophobia , historical revisionism and “ Nazi ” Europe. This claim is a straightforward attempt to discredit the current HRVP Kaja Kallas as well as the EU and its support for Ukraine in Russia’s war of aggression against it. Кallas's statement has nothing to do with disrespect for the memory of victims in World War II. This message is part of the Kremlin’s campaign on historical revisionism of WWII and is also consistent with recurring pro-Kremlin propaganda narrative about anti-Russian policies of the aggressive West . According to the Kremlin's policy, the official Russian historiography is the only “true” way of interpreting the historical events about WWII. Russia invited leaders from China, India, and Brazil, as well as from EU member Slovakia and EU candidate Serbia, to attend the events marking the 80th anniversary of the Soviet Union’s victory over Nazi Germany. Ukraine had invited senior EU leaders and officials to Kyiv on May 9 to counter Russia’s commemorations. Kallas backed the idea: ""I’ve also called all the member states, as well as representatives of the institutions, to visit Kyiv as much as possible to show our solidarity and that we are with Ukraine."" The EU disapproves of the participation of EU leaders in the May 9 events in Moscow, "" considering that Russia is waging a full-scale war in Europe ."" See more similar disinformation cases alleging that Western historical revisionism is aimed at weakening and destroying Russia , that European countries try to rewrite history of the WWII – Russia preserves the truth, that revision of the World War II history is a state position of Warsaw, and that The West systematically rewrites the history to destroy Russia . See also other disinformation cases on Kaja Kallas .",https://poland.news-pravda.com/world/2025/04/15/102653.html,https://archive.euvsd.info/snapshots/4IcmNPcOxRLb1hpBAZ9dk9
https://euvsdisinfo.eu/report/russian-missiles-hit-a-meeting-of-ukrainian-military-leaders-and-western-colleagues-in-sumy/,DISINFO: Russian missiles hit a meeting of Ukrainian military leaders and Western colleagues in Sumy,2025-04-15,"Russian, French, English",Kommersant | fr.sputniknews.africa | francais.rt.com | Ministry of Foreign Affairs of the Russian Federation | tass.com,Russia,NATO War against Ukraine War crimes Sergei Lavrov Conspiracy theory DISINFO: Russian missiles hit a meeting of Ukrainian military leaders and Western colleagues in Sumy,"International humanitarian law strictly prohibits the deployment of military equipment and weapons on the territory of civilian facilities. From the first days of the crisis, and even earlier, there were a million facts about the deployment of artillery and air defense systems in city blocks near kindergartens. This practice continues. Russia has evidence of who was at the facility that was hit in Sumy. There was another meeting of Ukrainian military leaders with their Western colleagues. There are NATO servicemen there and they are directly in charge. Everyone knows this.","This disinformation story is part of a wider attempt to obscure Russia’s responsibility for the Sumy massacre on 13 April 2025, in which Russia attacked the city center during a religious celebration, killing 35 civilians and injuring another 117 . Not only Russian allegations about attacking a military target remain unsubstantiated, but the fact that it hit the center of a populated city with a double-tap missile strike proves Russia’s intention to kill non-combatants, which is a war crime . The attack happened just a few days after a similar Russian attack took place in Kryvyi Rig on 04 April 2025, which killed and wounded multiple civilians including at least 9 children . Russia also falsely claimed then that it was targeting a meeting of Ukrainian military officers in a restaurant, but these allegations were immediately debunked as a security video of the place does not show such a gathering. The actual targets and victims of the attack, mostly civilians, were documented not only by footage and reporters on the ground but also by a team of the UN Human Rights Office in Ukraine . Russian attacks against non-combatants and civilian infrastructure have been a constant throughout the invasion, despite non-credible denials by Russian officials and pro-Kremlin disinformation. Since 2022, Russia has attacked civilian targets multiple times, including the city theatre in Mariupol , residential buildings , schools and energy facilities . On 05 March 2024, the International Criminal Court issued arrest warrants against two Russian top officials considered responsible for “missile strikes carried out by the forces under their command against the Ukrainian electric infrastructure"" between October 2022 and March 2023, which are considered as war crimes. See other examples of similar disinformation narratives, such as claims that Russian missile strike on Kryvyi Rih only hurt Ukrainian army and NATO officers , that Russia only attacks military facilities in Ukraine , that Ukraine violates international humanitarian law while Russia respects it , that Russia wages war humanely and does not hit civilians , or that Russian are liberators and a peace-making people .",https://fr.sputniknews.africa/20250414/1071885066.html | https://francais.rt.com/russie/119418-lavrov-russie-preuve-reunion-forces-armees-ukrainiennes-militaires-occidentaux-soumy | https://mid.ru/en/foreign_policy/news/2009008/ | https://tass.com/politics/1943375 | https://www.kommersant.ru/doc/7657270,https://archive.euvsd.info/snapshots/Bo1BzxZG0b9UIBwdTk0wvC | https://archive.euvsd.info/snapshots/EYp45eXhZh4AvyNbWZ0QjP | https://archive.euvsd.info/snapshots/EYp45eXhZh4AvyNbWZ0R5l | https://archive.euvsd.info/snapshots/EYp45eXhZh4AvyNbWZ0S4c | https://archive.euvsd.info/snapshots/EYp45eXhZh4AvyNbWZ0laG
https://euvsdisinfo.eu/report/the-deep-state-has-ordered-european-structures-to-continue-the-war-in-ukraine/,DISINFO: The Deep State has ordered European structures to continue the war in Ukraine,2025-04-15,,de.rt.com,"Ukraine, EU, Europe, Russia",Deep state Conspiracy theory Full-scale Invasion of Ukraine peace negotiations DISINFO: The Deep State has ordered European structures to continue the war in Ukraine,"The Deep State has ordered the European structures to continue the war in Ukraine. Previously, American agencies were also involved, but now the responsibility lies exclusively with Europe.","This claim is false and lacks any factual basis. There is no evidence of a 'Deep State' controlling European structures or directing the continuation of the war in Ukraine. This is a recurring pro-Kremlin disinformation narrative about a shadowy elite of globalists secretly ruling the world and controlling governments, industry, media, and all other societal institutions. The claim also seeks to deflect Russia's responsibility for its unprovoked full-scale invasion of Ukraine. There have been a lot of conspiracy theories regarding the so-called Deep State, which have been debunked previously, and there is no proof to back up these claims. The 'Deep State' narrative seeks to question the legitimacy of Western democracy and institutions. These conspiracy theories promote the view that Western governments and other public officials are just window-dressers, whereas decision-making lies in the hands of another non-elected, semi-anonymous group of people. This disinformation story also aims to portray the EU’s stance as warmongering, contrasting it to other actors that want “peace” while omitting that the war is Russia’s responsibility, resulting from its unprovoked invasion. EU officials have repeatedly stated that it is up to Ukraine only , as the victim of Russia’s aggression, to decide when peace talks with Russia may be possible and in which terms to end the war. This is part of a wider disinformation campaign framing possible US-Russia negotiations as the only acceptable ‘peace initiative’ regardless of the of Russia’s ultimatums, while denying any agency to Ukraine or its other allies. Pro-Kremlin disinformation has long tried to misrepresent the EU as the main obstacle for ‘peace’ in Ukraine. See other examples of similar disinformation narratives, such as claims that Europe does not want peace in Ukraine soon , that Ukraine and Europe have lost in the Ukrainian conflict , that ‘Russia’s threat’ is an attempt to justify increasing military expenditure in Europe , or that Europe has taken another step toward war with Russia .",,http://web.archive.org/web/20250408230003/https://de.rt.com/international/241862-georgiens-premier-deep-state-haelt-ukraine-krieg-am-laufen/ | https://archive.euvsd.info/snapshots/Bo1BzxZG0b9UIBwdTkM09Z
https://euvsdisinfo.eu/report/nato-was-the-cause-of-the-war-in-ukraine/,DISINFO: NATO was the cause of the war in Ukraine,2025-04-14,German,de.rt.com,"Ukraine, Russia",NATO Full-scale Invasion of Ukraine DISINFO: NATO was the cause of the war in Ukraine,NATO was the trigger for the war in Ukraine. The war in Ukraine was primarily triggered by the fact that Ukraine enshrined NATO accession in its constitution. This prompted Russia to invoke the right to self-defence enshrined in the UN Charter. Those who are familiar with NATO and its wars can only have sympathy for the Russians' self-defence.,"This claim is false and part of a recurring pro-Kremlin disinformation narrative about Russia’s invasion of Ukraine and NATO . The article falsely claims that NATO is responsible for Russia initiating its full-scale invasion of Ukraine. Ukraine's desire to join NATO does not justify military aggression. NATO is a defensive alliance, not a threat to Russia. Russia is the only country responsible for the invasion of Ukraine. It has been coming up with different manipulative explanations and false pretexts for its aggression since the beginning of its hostilities. It cited denazifying and demilitarising Ukraine as well as ensuring its neutral status as among the main reasons for the full-scale invasion at the beginning. Protecting the residents of the self-proclaimed separatist entities in Eastern Ukraine from alleged genocide and imposing the use of the Russian language in Ukraine were also cited. This disinformation attempts to shift blame for the war onto NATO and Ukraine, while misrepresenting international law to justify Russia's aggression. Western nations have called to solve problems with Russia in a peaceful and diplomatic manner while upholding the rules-based international order. Moscow’s overall aggressive policy has led to a tougher and better-balanced policy towards it by the West. See also the Guide to Deciphering Pro-Kremlin disinformation around Putin's War and The Chilling Background to the Kremlin's ""No War"" trope .",https://de.rt.com/meinung/242276-logik-wahnsinns-ersatz-nato-unter/,https://archive.euvsd.info/snapshots/Bo1BzxZG0b9UIBwdTgURq6
https://euvsdisinfo.eu/report/the-sumy-attack-was-a-military-one/,DISINFO: The Sumy attack was a military one,2025-04-14,Italian,controinformazione.info,"Russia, Ukraine",War crimes War against Ukraine Full-scale Invasion of Ukraine Military DISINFO: The Sumy attack was a military one,"On April 13, 2025, the Armed Forces of the Russian Federation launched missile strikes on the city of Sumy. The attack was aimed at a gathering of Ukrainian servicemen from the 117th Territorial Defence Brigade, who were gathered at the conference centre for an awards ceremony marking the unit’s anniversary. This is not the first time that Ukrainian forces have been accused of using civilian infrastructure as cover and civilians as human shields. Kyiv’s propaganda narrative has been dismantled, confirming that the attack was aimed at military personnel. There was no indiscriminate attack on civilians. Ukrainian forces deliberately mixed the military and civilian presence, effectively using them as human shields.","Denial of war crimes conducted by the Russian armed forces. The denial covers not only a specific war crime on April 13, 2025, in the city of Sumy, but also during the war more broadly. On Sunday, April 13, 2025, Russian ballistic missiles ripped through the busy centre of Sumy, killing at least 35 people and striking terror into residents who were out enjoying Palm Sunday and attending morning church services. It was the deadliest attack of the conflict this year. Two children were among the scores of people killed in the strikes on the city’s centre, while 117 people were wounded, according to Ukraine’s State Emergency Service. Ukrainian President Volodymyr Zelensky said the strikes were carried out by ballistic missiles; one hit a university building and another “exploded right over (a) street,” he said. The Sumy attack happened just a few days after a similar Russian attack took place in Kryvyi Rih on 04 April 2025, which killed and wounded multiple civilians including at least 9 children . Russia also falsely claimed then that it was targeting a meeting of Ukrainian military officers in a restaurant, but these allegations were immediately debunked as a security video of the place does not show such a gathering. The actual targets and victims of the attack, mostly civilians, were documented not only by footage and reporters on the ground but also by a team of the UN Human Rights Office in Ukraine . Since its 2022 invasion of Ukraine, Russia has attacked civilian targets multiple times, including the city theatre in Mariupol , residential buildings , schools and energy facilities . On 05 March 2024, the International Criminal Court issued arrest warrants against two Russian top officials considered responsible for “missile strikes carried out by the forces under their command against the Ukrainian electric infrastructure"" between October 2022 and March 2023, which are considered as war crimes. Denying war crimes and atrocities and trying to deflect any responsibility is a recurring pro-Kremlin disinformation technique. Read similar disinformation cases claiming that Russian missile strike on Kryvyi Rih only hurt Ukrainian army and NATO officers , that Ukraine used human shield tactics in Mariupol like Hamas does in Gaza , that West responsible for hiding the truth about Bucha massacre , that The attack on children’s hospital in Kyiv was a NATO false flag operation , that Russia did not attack a children's hospital in Kyiv but only military facilities and air bases , and that Russia never attacks civilian targets .",https://www.controinformazione.info/attacco-russo-a-sumy-obiettivo-militare-o-tragedia-civile/,https://archive.euvsd.info/snapshots/1f01912e-f9ec-6638-a8c3-06a13b0e4978
